Actor1Code,Actor1Name,Actor1Type1Code,Actor1CountryCode,Actor2Code,Actor2Name,Actor2Type1Code,Actor2CountryCode,YearMin,YearMax,EventCode,consolidatedAvgTone,eventCount
CUBGOV,CUBA,GOV,CUB,CUBBUS,CUBA,BUS,CUB,2008,2008,050,7.27272727272727,1
FRAGOVMIL,FRENCH,GOV,FRA,RUSGOVBUS,ILYA KLEBANOV,GOV,RUS,2001,2001,050,0.7856454021126789,1
UKRGOV,UKRAINIAN,GOV,UKR,USAELIBUS,GEORGE SOROS,ELI,USA,1994,1994,050,1.839080459770114,1
LBYGOV,LIBYAN,GOV,LBY,GBRBUS,BRITISH,BUS,GBR,2010,2010,057,4.35323383084577,1
FRAGOVMED,FRENCH,GOV,FRA,FRAGOVBUSGOVMED,DOMINIQUE BUSSEREAU,GOV,FRA,2008,2008,057,1.146953405017922,1
USAGOV,UNITED STATES,GOV,USA,USAGOVBUS,RON KIRK,GOV,USA,2012,2012,051,2.22602989427634,1
ZAFGOV,MALUSI GIGABA,GOV,ZAF," ZAFBUS",SOUTH AFRICAN,BUS,ZAF,2013,2013,057,0.62240663900415,1
CYPGOV,CYPRIOT,GOV,CYP,RUSBUS,RUSSIAN,BUS,RUS,1999,1999,057,0.687022900763358,1
DEUGOVPTY,ANGELA MERKEL,GOV,DEU,ESPBUS,SPAIN,BUS,ESP,2012,2012,111,0.33096926713948,1
MMRGOV,BURMESE,GOV,MMR,CHEBUS,SWISS,BUS,CHE,2012,2012,051,1.2261580381471384,1
BLRGOV,BELARUS,GOV,BLR," CHNBUS",CHINA,BUS,CHN,2013,2013,057,1.136363636363635,1
TUNGOVBUS,TUNISIAN,GOV,TUN," DZAGOVBUS",YOUCEF YOUSFI,GOV,DZA,2013,2013,057,1.094890510948905,1
CHNGOV,CHINA,GOV,CHN,CHNBUS,CHINA,BUS,CHN,2003,2016,051,3.0054676197089445,16
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINESE,BUS,CHN,2012,2016,057,0.04642756906740102,19
USAGOV,OBAMA,GOV,USA,USAGOVBUS,OBAMA,GOV,USA,2012,2016,051,-0.15169883183538832,2
IRNGOVBUS,IRAN,GOV,IRN,IRNBUS,IRANIAN,BUS,IRN,2016,2016,050,0.16476259152457542,4
USAGOVDEV,USAID,GOV,USA,SSDBUS,SOUTH SUDAN,BUS,SSD,2016,2016,051,-0.03132013139902777,6
CANGOV,ALBERTA,GOV,CAN,CANBUS,ALBERTA,BUS,CAN,2016,2016,051,0.068965517241379,1
USAGOV,THE US,GOV,USA,USABUS,THE US,BUS,USA,2015,2015,051,0.28408623948716605,2
NAMGOV,NAMIBIAN,GOV,NAM,CHNBUS,CHINESE,BUS,CHN,2015,2015,051,0.45045045045045,1
DZAGOV,ALGERIAN,GOV,DZA,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2014,2014,051,1.5822784810126576,1
CHNGOV,CHINA,GOV,CHN,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,051,0.6802721088435367,1
AGOGOV,JOSE PEDRO DE MORAIS,GOV,AGO,AGOBUS,ANGOLA,BUS,AGO,2003,2003,057,2.328042328042329,2
NLDGOV,THE NETHERLAND,GOV,NLD,MYSBUS,MALAYSIAN,BUS,MYS,2014,2014,051,0.28832789069631615,6
CHNGOV,CHINESE,GOV,CHN,CHNBUS,CHINA,BUS,CHN,2007,2015,057,1.006576746110757,25
ZWEGOV,ZIMBABWE,GOV,ZWE,ZWEGOVBUS,GIDEON GONO,GOV,ZWE,2004,2009,051,1.0589859982572534,3
RWAGOV,RWANDAN,GOV,RWA,UGAGOVBUS,DAUDI MIGEREKO,GOV,UGA,2008,2008,057,0.710169934098503,2
AFGGOV,HAMID KARZAI,GOV,AFG,AFGBUS,AFGHANISTAN,BUS,AFG,2011,2012,112,4.219003989951235,2
SOMGOV,SOMALIA,GOV,SOM,ITABUS,ITALIAN,BUS,ITA,1992,1992,111,0.8899676375404533,1
CHNGOVBUS,CHINA,GOV,CHN,DEUGOVBUS,GERMANY,GOV,DEU,2014,2014,057,0.836501901140684,2
JPNGOV,JAPANESE,GOV,JPN,JPNBUS,JAPANESE,BUS,JPN,2015,2015,112,-0.9909334904425241,2
USAGOV,NEW YORK,GOV,USA,GBRBUS,BRITISH,BUS,GBR,2012,2015,112,0.1716111471750385,12
NICGOV,NICARAGUAN,GOV,NIC,CHNBUS,CHINESE,BUS,CHN,2014,2014,057,0.0,2
TKMGOV,TURKMEN,GOV,TKM,MYSBUS,MALAYSIAN,BUS,MYS,1996,1996,057,0.6521739130434779,1
USAGOV,OBAMA,GOV,USA,IRNGOVBUS,IRAN,GOV,IRN,2012,2012,057,0.3366216335343874,27
USAGOV,UNITED STATES,GOV,USA,ATGBUS,ANTIGUA,BUS,ATG,2009,2009,112,0.856164383561645,1
USAGOVBUS,UNITED STATES,GOV,USA,ATGBUS,ANTIGUA,BUS,ATG,2009,2009,112,1.352112676056338,1
NGAGOV,NIGERIA,GOV,NGA,IRNBUS,IRAN,BUS,IRN,2005,2005,057,2.1164021164021154,4
MYSGOV,DATUK SERI ABDULLAH AHMAD BADAWI,GOV,MYS,MYSBUS,MALAYSIA,BUS,MYS,2004,2004,051,6.50224215246637,1
GRCGOV,GREECE,GOV,GRC,EURGOVBUS,EUROPEAN,GOV,EUR,2011,2015,051,0.06389727730386045,11
NGAGOV,ABUJA,GOV,NGA,NGAGOVBUS,NIGERIA,GOV,NGA,2001,2001,111,1.3472596585804142,3
USAGOV,BARACK OBAMA,GOV,USA,USAGOVBUS,BEN BERNANKE,GOV,USA,2010,2010,110,2.298332582244254,2
USAGOV,US GOVERNMENT,GOV,USA,USABUS,AMERICAN,BUS,USA,2004,2010,112,0.4127974588319738,3
USAGOVDEV,USAID,GOV,USA,IGOAFRBUSCES,COMMON MARKET FOR EASTERN AND SOUTHERN AFRICA,IGO,AFR,2012,2012,051,0.5012531328320801,1
TURGOV,TURKISH,GOV,TUR,TURBUS,TURKISH,BUS,TUR,1986,2015,111,0.37858206080417,5
RUSGOV,IGOR SECHIN,GOV,RUS,TURGOVBUS,TANER YILDIZ,GOV,TUR,2009,2011,057,1.9426352271154357,4
AREGOV,ABU DHABI,GOV,ARE,CHNGOVBUS,CHINA STATE CONSTRUCTION ENGINEERING CORP,GOV,CHN,2012,2012,057,1.345291479820628,1
LBNGOVMED,LEBANON,GOV,LBN,CANBUS,CANADA,BUS,CAN,2001,2001,050,4.71698113207547,1
NLDGOV,DUTCH,GOV,NLD,MYSBUS,MALAYSIA,BUS,MYS,2014,2015,051,-0.3586582808357852,6
CHEGOVBUS,SWISS,GOV,CHE,AZEGOVBUS,AZERBAIJAN,GOV,AZE,2014,2014,050,0.42372881355932335,1
RUSGOV,RUSSIAN,GOV,RUS,VNMBUS,VIETNAMESE,BUS,VNM,2015,2015,051,1.4253534081674601,2
LVAGOV,LATVIA,GOV,LVA,SWEBUS,SWEDEN,BUS,SWE,2009,2009,112,6.08899297423888,1
AZEGOV,AZERBAIJAN,GOV,AZE,FRAGOVBUS,FRANCOIS LOOS,GOV,FRA,2004,2004,057,2.253243090806545,1
BGRGOV,SIMEON DJANKOV,GOV,BGR,EURGOVBUS,EUROPEAN,GOV,EUR,2010,2010,110,0.2551254857427734,12
GBRGOVMIL,BRITISH,GOV,GBR,GBRGOVBUSGOVMIL,PHILIP HAMMOND,GOV,GBR,2012,2012,112,1.540930979133228,2
ESPGOV,SPANISH,GOV,ESP,ESPBUS,SPANISH,BUS,ESP,1997,2015,051,0.6372511801572077,6
GRCGOV,GREECE,GOV,GRC,JPNBUS,JAPAN,BUS,JPN,2015,2015,051,-1.18083958742404,2
VNMGOV,VIETNAMESE,GOV,VNM,TWNBUS,TAIWANESE,BUS,TWN,2014,2015,114,-0.29852418674771336,3
AFRGOV,AFRICA,GOV,AFR,ZAFGOVBUS,DIPUO PETERS,GOV,ZAF,2010,2010,051,1.5561510158374652,1
UKRGOV,UKRAINIAN,GOV,UKR,ISRBUS,TEL AVIV,BUS,ISR,2004,2004,057,0.74074074074074,1
RUSGOVJUD,RUSSIA,GOV,RUS,RUSGOVBUS,RUSSIA,GOV,RUS,2000,2000,112,2.11864406779661,1
USAGOV,BARACK OBAMA,GOV,USA,USAGOVBUS,US TREASURY,GOV,USA,2013,2013,050,0.16890094743893264,2
SOMGOV,SOMALIA,GOV,SOM,AUSBUS,AUSTRALIA,BUS,AUS,2007,2007,057,3.3877479375109663,1
UZBGOV,UZBEKISTAN,GOV,UZB,RUSBUS,RUSSIA,BUS,RUS,2004,2004,051,6.10687022900763,1
SLEGOV,SIERRA LEONE,GOV,SLE,IGOWAFBUSWAS,ECOWAS,IGO,WAF,1997,2002,050,0.9931960211970882,2
EURGOVBUS,EUROPEAN,GOV,EUR,LUXGOVBUS,YVES MERSCH,GOV,LUX,2014,2014,112,0.31055900621118,1
NLDGOV,DUTCH,GOV,NLD,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,111,0.25811209439528,1
PERGOV,PERU,GOV,PER,BRABUS,BRAZIL,BUS,BRA,2014,2014,057,0.72944297082228,1
ISRGOV,ISRAEL,GOV,ISR,ISRGOVBUS,STAS MISEZHNIKOV,GOV,ISR,2012,2012,050,1.5159501984304056,6
CANGOVBUSGOVMED,JOHN BAIRD,GOV,CAN,CANGOVBUS,JOHN BAIRD,GOV,CAN,2009,2009,112,1.0236090473831934,2
IRNGOV,IRANIAN,GOV,IRN,DEUBUS,GERMAN,BUS,DEU,1996,1997,112,0.4707350272232306,4
USAGOV,THE US,GOV,USA,RUSBUS,RUSSIA,BUS,RUS,2002,2002,112,5.5452865064695,1
USAGOV,OBAMA,GOV,USA,MNCUSABUS,BOEING,MNC,USA,2011,2011,051,0.5564830272676689,1
ZWEGOV,MORGAN TSVANGIRAI,GOV,ZWE,ZWEGOVBUSEDU,WELSHMAN NCUBE,GOV,ZWE,2012,2012,051,0.6156552330694811,1
MLIGOV,MALI,GOV,MLI,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2012,2012,057,1.5737838320303699,5
UKRGOV,UKRAINIAN,GOV,UKR,SVKBUS,SLOVAK,BUS,SVK,2014,2014,057,0.305250305250305,1
TGOGOV,TOGO,GOV,TGO," AFRBUS","AFRICA ",BUS,AFR,2013,2013,051,1.8447775033896827,3
COLGOV,COLOMBIA,GOV,COL," SGPGOVBUS",LIM HNG KIANG,GOV,SGP,2013,2013,057,0.29258430405550034,2
USAGOV,UNITED STATES,GOV,USA," USABUS",UNITED STATES,BUS,USA,2012,2013,112,0.21907862604060957,9
ITAGOV,ITALIAN,GOV,ITA,EURGOVBUS,EUROPEAN,GOV,EUR,2010,2012,051,0.4829094585716237,6
RUSGOV,RUSSIAN,GOV,RUS,RUSBUS,RUSSIAN,BUS,RUS,2000,2016,051,0.7958682791969185,13
CANGOV,CANADIAN,GOV,CAN,EURGOVBUS,EUROPEAN,GOV,EUR,2011,2011,051,0.7676756324773402,5
MYSGOV,MALAYSIAN,GOV,MYS,MYSBUS,MALAYSIAN,BUS,MYS,2011,2011,057,0.5273600024469867,2
GINGOVMIL,GUINEA,GOV,GIN,CHNBUS,CHINESE,BUS,CHN,2009,2009,057,0.8791208791208801,1
TURGOV,TURKISH,GOV,TUR," GHABUS",GHANAIAN,BUS,GHA,2013,2013,053,1.1463844797178133,1
IRLGOV,IRISH,GOV,IRL,EURGOVBUS,EUROPEAN,GOV,EUR,2012,2013,050,0.6071979369812488,2
IRNGOV,IRAN,GOV,IRN,IRNGOVBUS,ALI AKBAR SALEHI,GOV,IRN,2011,2012,112,1.6699642949808409,4
CANGOV,CANADA,GOV,CAN,USABUS,UNITED STATES,BUS,USA,1986,1986,057,1.03305785123967,1
VENGOV,VENEZUELA,GOV,VEN,MNCKORBUS,SAMSUNG,MNC,KOR,2013,2013,057,2.49433106575964,4
INDGOVBUS,ANAND SHARMA,GOV,IND," FRABUS",FRENCH,BUS,FRA,2013,2013,051,0.7758620689655166,1
CZEGOV,CZECH,GOV,CZE,AUTBUS,AUSTRIAN,BUS,AUT,2013,2013,051,0.5065359477124184,1
JPNGOV,JAPANESE,GOV,JPN,JPNBUS,JAPANESE,BUS,JPN,1998,2014,057,0.773084267260996,3
SYRGOV,SYRIAN,GOV,SYR,NORBUS,NORWEGIAN,BUS,NOR,2013,2013,051,0.90497737556561,1
USAGOV,UNITED STATES,GOV,USA,USAGOVBUS,SUSAN SCHWAB,GOV,USA,2007,2007,051,8.03937653814602,1
TWNGOV,TAIWAN,GOV,TWN,CHNBUS,CHINA,BUS,CHN,2014,2014,050,0.273224043715846,2
GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,GBRGOVBUSGOVMIL,PHILIP HAMMOND,GOV,GBR,2014,2014,111,0.028382348202714198,2
NGAGOV,NIGERIAN,GOV,NGA,PSEBUS,PALESTINIAN,BUS,PSE,2015,2015,051,1.4523183190526623,5
GBRGOV,DAVID CAMERON,GOV,GBR," GBRGOVBUS",VINCE CABLE,GOV,GBR,2013,2013,111,0.24324324324324298,1
USAGOVBUSCOP,US TREASURY,GOV,USA,USAGOVBUS,US TREASURY,GOV,USA,1997,1997,114,0.6172839506172845,1
USAGOV,UNITED STATES,GOV,USA,CHNBUS,CHINA,BUS,CHN,2012,2012,114,0.6012487546510622,2
CZEGOV,CZECH,GOV,CZE,CZEBUS,CZECH,BUS,CZE,2014,2014,114,0.276752767527675,1
GBRGOV,LONDON,GOV,GBR,GBRBUS,BRITAIN,BUS,GBR,2014,2014,052,0.4208754208754217,1
ATGGOV,ANTIGUA,GOV,ATG,CHNBUS,CHINESE,BUS,CHN,2014,2014,057,0.21081421418330434,2
USAGOV,THE US,GOV,USA,USABUS,UNITED STATES,BUS,USA,2015,2015,112,0.0368731563421825,1
FRAGOV,FRENCH,GOV,FRA," FRABUS",FRENCH,BUS,FRA,2013,2013,110,0.21905805038335166,1
INDGOV,UTTAR PRADESH,GOV,IND,INDGOVBUS,RAM NAIK,GOV,IND,2015,2015,112,-0.12390706264233364,5
BRNGOVBUS,MOHAMED BOLKIAH,GOV,BRN,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,051,2.0563847429519,1
NPLGOV,NEPAL,GOV,NPL,CHNBUS,CHINESE,BUS,CHN,2012,2014,057,0.4158742339817379,2
FRAGOV,FRANCE,GOV,FRA,FRAGOVBUS,CHRISTINE LAGARDE,GOV,FRA,2011,2011,051,2.2058823529411775,1
ZAFGOV,SOUTH AFRICAN,GOV,ZAF,ZAFBUS,SOUTH AFRICAN,BUS,ZAF,2002,2002,051,3.92506690454951,1
ZWEGOV,ZIMBABWE,GOV,ZWE,AFRGOVBUS,AFRICA,GOV,AFR,2001,2001,111,1.96078431372549,1
IRQGOVBUS,IRAQ,GOV,IRQ,IRQGOVBUSELI,SINAN AL SHABIBI,GOV,IRQ,2012,2012,111,0.0,1
MMRGOVBUS,THEIN SWE,GOV,MMR,CHNBUS,CHINESE,BUS,CHN,2011,2011,057,0.93603744149766,1
USAGOV,OBAMA,GOV,USA," USABUS",UNITED STATES,BUS,USA,2013,2013,050,3.3782082611335698,2
KENGOVBUSGOVMED,CHRISTOPHER MURUNGARU,GOV,KEN,KENGOVBUS,CHRISTOPHER MURUNGARU,GOV,KEN,2005,2005,112,1.2244897959183667,1
IRNGOV,IRANIAN,GOV,IRN,IRNBUS,IRANIAN,BUS,IRN,2008,2008,051,8.29268292682927,1
USAGOV,OBAMA,GOV,USA,USABUS,BOSTON,BUS,USA,2009,2009,052,0.7190549563430921,1
USAGOV,UNITED STATES,GOV,USA,CHNBUS,CHINESE,BUS,CHN,2012,2014,051,1.66505349634669,3
ARGGOV,ARGENTINE,GOV,ARG,ARGBUS,ARGENTINE,BUS,ARG,1996,2012,051,0.6273709960318719,3
AFRGOV,AFRICA,GOV,AFR,USABUS,UNITED STATES,BUS,USA,2009,2009,051,2.304526748971193,1
NGAGOV,NIGERIAN,GOV,NGA," USABUS",UNITED STATES,BUS,USA,2013,2013,057,0.37997547947271,2
RUSGOV,SAINT PETERSBURG,GOV,RUS,PRKBUS,NORTH KOREAN,BUS,PRK,2005,2005,057,1.2290502793296079,1
VNMGOV,VIETNAM,GOV,VNM,JPNBUS,JAPAN,BUS,JPN,2014,2014,051,1.6466937539318423,5
ZWEGOV,TENDAI BITI,GOV,ZWE,ZWEGOVBUS,WELSHMAN NCUBE,GOV,ZWE,2014,2014,112,0.27675276752767497,1
CHNGOV,CHINESE,GOV,CHN,CHNBUS,SHANGHAI,BUS,CHN,2011,2011,051,1.886792452830188,1
AREGOV,ABU DHABI,GOV,ARE,SYCBUS,SEYCHELLES,BUS,SYC,2014,2014,051,2.60869565217391,2
CANGOVBUS,MARK CARNEY,GOV,CAN,CANBUS,CANADA,BUS,CAN,2012,2012,112,0.17406440382941665,1
MDGGOVAGR,MADAGASCAR,GOV,MDG,IGOAFRBUSCES,COMMON MARKET FOR EASTERN AND SOUTHERN AFRICA,IGO,AFR,2013,2013,057,0.3599585091644141,6
CHNGOV,CHINA,GOV,CHN,USAGOVBUS,RON KIRK,GOV,USA,2011,2011,112,0.7017543859649122,1
AUSGOVBUSMED,KIM CARR,GOV,AUS,AUSGOVBUS,KIM CARR,GOV,AUS,2013,2013,051,0.066006600660066,1
NGAGOV,NIGERIA,GOV,NGA,NGAGOVBUS,KEMA CHIKWE,GOV,NGA,2014,2014,111,0.52626401731261,2
FRAGOV,FRENCH,GOV,FRA,CMRGOVBUS,MARTIN OKOUDA,GOV,CMR,2004,2004,057,5.99455040871935,1
ZMBGOV,SITUMBEKO MUSOKOTWANE,GOV,ZMB,CHNBUS,CHINESE,BUS,CHN,2010,2010,057,2.0524097972754323,3
AUSGOV,AUSTRALIA,GOV,AUS,SWEBUS,SWEDEN,BUS,SWE,2003,2003,112,0.35128805620608855,1
USAGOV,OBAMA,GOV,USA,USABUS,PHOENIX,BUS,USA,2014,2014,110,0.0825082508250825,1
RUSGOV,VLADIMIR PUTIN,GOV,RUS,RUSBUS,RUSSIA,BUS,RUS,2014,2014,114,0.4983443708609275,1
USAGOV,THE US,GOV,USA,RUSBUS,RUSSIAN,BUS,RUS,2002,2002,112,1.386321626617375,1
MUSGOV,MAURITIUS,GOV,MUS,ZAFBUS,SOUTH AFRICAN,BUS,ZAF,1980,1980,050,3.10344827586207,1
INDGOV,JAMMU AND KASHMIR,GOV,IND,INDGOVBUS,FAROOQ ABDULLAH,GOV,IND,2010,2010,110,0.575338639854769,2
IDNGOV,HAMZAH HAZ,GOV,IDN,IDNGOVBUSGOVMED,AGUM GUMELAR,GOV,IDN,2004,2004,051,1.75233644859813,1
KWTGOV,KUWAIT,GOV,KWT,CHNBUS,CHINA,BUS,CHN,2007,2007,050,5.99078341013825,1
FRAGOV,FRENCH,GOV,FRA,ZMBGOVBUS,ZAMBIA,GOV,ZMB,2016,2016,051,0.4716981252034505,1
AUSGOVBUSELI,ANTHONY ALBANESE,GOV,AUS,AUSGOVBUS,ANTHONY ALBANESE,GOV,AUS,2016,2016,110,0.026798325031995772,3
ITAGOV,ITALIAN,GOV,ITA,ITABUS,MILAN,BUS,ITA,2012,2012,051,0.5747126436781617,1
RUSGOV,VLADIMIR PUTIN,GOV,RUS,GBRGOVBUS,PHILIP HAMMOND,GOV,GBR,2015,2015,057,-0.6379892037786775,2
THAGOV,THAI,GOV,THA,MMRGOVBUS,SOE NAING,GOV,MMR,2015,2015,112,-0.9811800029996074,4
IRNGOV,IRAN,GOV,IRN,IRNBUS,IRAN,BUS,IRN,2015,2015,050,1.333673499571095,3
BHRGOVBUS,BAHRAIN,GOV,BHR,SDNBUS,SUDAN,BUS,SDN,2015,2015,051,0.694444444444445,1
AUSGOV,PENNY WONG,GOV,AUS," AUSGOVBUS",ANTHONY ALBANESE,GOV,AUS,2013,2013,051,0.261904761904762,1
POLGOV,WALDEMAR PAWLAK,GOV,POL,POLBUS,POLISH,BUS,POL,2009,2009,051,1.60527778231804,2
PRKGOV,NORTH KOREA,GOV,PRK,PRKBUS,NORTH KOREA,BUS,PRK,2003,2003,112,4.69483568075117,1
ZWEGOV,ZIMBABWE,GOV,ZWE,ZWEGOVBUS,GIDEON GONO,GOV,ZWE,2009,2014,110,0.6153500973668614,3
USAGOV,NASA,GOV,USA,ESPBUS,SIERRA NEVADA,BUS,ESP,2015,2015,050,0.6306440764892387,3
KENGOV,KENYA,GOV,KEN,KENGOVBUS,NJUGUNA NDUNGU,GOV,KEN,2014,2014,112,0.071225071225071,1
CANGOVBUS,ROB MOORE,GOV,CAN,CANBUS,MANITOBA,BUS,CAN,2011,2011,051,3.5454630700465835,2
DEUGOVMED,GERMANY,GOV,DEU,DEUGOVBUSGOVMED,WOLFGANG TIEFENSEE,GOV,DEU,2006,2006,111,2.08333333333333,1
EGYGOV,EGYPT,GOV,EGY,EGYBUS,EGYPT,BUS,EGY,2015,2015,057,0.16579237307902825,2
GRCGOV,GREEK,GOV,GRC,ITAGOVBUS,MARIO DRAGHI,GOV,ITA,2015,2015,050,-0.06447453255964,1
ZAFGOVBUS,SOUTH AFRICAN,GOV,ZAF,CHNGOVBUS,CHINESE,GOV,CHN,2015,2015,057,0.93933655478647,1
ITAGOV,ITALIAN,GOV,ITA,ITABUS,ITALIAN,BUS,ITA,1984,2015,051,1.5524753701252978,2
CANGOV,CANADIAN,GOV,CAN,ARMBUS,ARMENIA,BUS,ARM,2011,2011,057,0.4173187271778822,1
BOLGOV,BOLIVIAN,GOV,BOL,ARGGOVBUS,JULIO DE VIDO,GOV,ARG,2004,2004,050,1.462857142857142,1
MMRGOVMIL,MYANMAR,GOV,MMR,RUSBUS,RUSSIA,BUS,RUS,2008,2008,057,7.47330960854092,1
DEUGOV,GERMANY,GOV,DEU,GRCBUS,GREECE,BUS,GRC,2015,2015,111,1.59680638722555,1
AUSGOV,AUSTRALIAN,GOV,AUS,FJIBUS,FIJI,BUS,FJI,2015,2015,051,0.6657947184853017,2
AFGGOV,AFGHANISTAN,GOV,AFG,AFGBUS,AFGHANISTAN,BUS,AFG,2011,2011,111,4.29184549356223,1
ISRGOVHLH,ISRAELI,GOV,ISR,FRABUS,FRENCH,BUS,FRA,2009,2009,057,0.883280757097792,1
JAMGOV,AUDLEY SHAW,GOV,JAM,JAMBUS,JAMAICA,BUS,JAM,2011,2011,051,1.1580594679186222,1
TURGOV,TURKISH,GOV,TUR,SYRGOVBUS,AMIR HUSNI LUTFI,GOV,SYR,2008,2008,057,3.82165605095541,2
KENGOVMED,RAPHAEL TUJU,GOV,KEN,KENGOVBUS,OCHILLO AYACKO,GOV,KEN,2005,2005,110,0.7735946364105215,1
USAGOV,AMERICAN,GOV,USA,POLBUS,POLISH,BUS,POL,2004,2004,051,1.089385474860336,1
ARGGOV,ARGENTINA,GOV,ARG,ITABUS,ITALY,BUS,ITA,2008,2008,057,2.32312565997888,2
ARMGOV,ARMENIAN,GOV,ARM,RUSBUS,RUSSIAN,BUS,RUS,2015,2015,057,0.280898876404495,1
SCGSRBGOV,SERBIA,GOV,SRB," AREBUS",UNITED ARAB EMIRATES,BUS,ARE,2013,2013,057,1.89969604863222,2
NZLGOVAGR,NEW ZEALAND,GOV,NZL,USAGOVBUS,RON KIRK,GOV,USA,2010,2010,050,4.10080852262372,1
KENGOV,NAIROBI,GOV,KEN," CHNBUS",CHINESE,BUS,CHN,2013,2013,057,0.39215686274509837,1
FRAGOVBUS,JEAN CLAUDE TRICHET,GOV,FRA,ITAGOVBUS,ITALIAN,GOV,ITA,2011,2011,057,0.79295154185022,1
IRLGOV,IRISH,GOV,IRL,IRLBUS,IRISH,BUS,IRL,2008,2012,051,2.4999797064744445,3
AUSGOV,TASMANIA,GOV,AUS,AUSBUS,AUSTRALIA,BUS,AUS,2015,2016,051,-2.27668845315904,2
KNAGOV,DENZIL DOUGLAS,GOV,KNA,GBRBUS,BRITISH,BUS,GBR,2009,2009,051,1.354166666666666,1
IRNGOV,IRAN,GOV,IRN,TURGOVBUS,BINALI YILDIRIM,GOV,TUR,2008,2008,050,3.2276957115897718,4
DOMGOV,DOMINICAN,GOV,DOM,DOMBUS,DOMINICAN,BUS,DOM,2013,2013,051,0.15064853179607302,1
ISRGOV,ISRAEL,GOV,ISR,CHNBUS,CHINA,BUS,CHN,2014,2014,051,0.7701262200993888,3
USAGOV,BARACK OBAMA,GOV,USA,CHNBUS,CHINA,BUS,CHN,2010,2010,112,2.50836120401338,1
INDGOV,HARYANA,GOV,IND,CHNBUS,CHINESE,BUS,CHN,2016,2016,057,0.1956181533646325,1
INDGOVDEV,MURLI MANOHAR JOSHI,GOV,IND,INDGOVBUS,UMA BHARTI,GOV,IND,2016,2016,115,-0.13824884792626752,1
RUSGOV,RUSSIA,GOV,RUS,RUSGOVBUS,ALEKSANDR RUMYANTSEV,GOV,RUS,2003,2003,057,2.6045103114584918,2
AUTGOV,AUSTRIA,GOV,AUT,IGOWAFBUSWAS,ECOWAS,IGO,WAF,2009,2009,051,1.9838653669108526,1
GINGOV,GUINEAN,GOV,GIN,IGOWAFBUSWAS,ECOWAS,IGO,WAF,1997,1997,110,0.45727673214159914,1
USAGOV,OBAMA,GOV,USA,EGYBUS,EGYPT,BUS,EGY,2011,2011,111,1.5384615384615374,1
RUSGOV,RUSSIAN,GOV,RUS,RUSBUS,RUSSIA,BUS,RUS,2000,2014,057,1.3668103790303385,2
GHAGOV,GHANAIAN,GOV,GHA," IGOWAFBUSWAS",ECOWAS,IGO,WAF,2013,2013,051,0.4739336492891,1
GRCGOV,GREECE,GOV,GRC,CANBUS,CANADA,BUS,CAN,2016,2016,110,-1.31491887589159,2
SYRGOV,SYRIAN,GOV,SYR,RUSBUS,RUSSIA,BUS,RUS,2013,2016,051,0.6818804824561401,2
USAGOV,OBAMA,GOV,USA,USAMEDBUS,ASSOCIATED PRESS,MED,USA,2012,2012,051,1.4566929133858275,1
CHNGOVMED,CAI WU,GOV,CHN," FJIGOVBUS",FILIPE BOLE,GOV,FJI,2013,2013,057,0.5858152397559641,2
TURGOV,TURKISH,GOV,TUR,TURGOVBUS,TANER YILDIZ,GOV,TUR,2009,2009,050,1.6877637130801701,1
PRKGOV,NORTH KOREAN,GOV,PRK,KORGOVBUS,CHON CHOL HWAN,GOV,KOR,1999,1999,110,1.302876480541456,1
FSMGOVBUS,MICRONESIA,GOV,FSM,USAGOVBUS,UNITED STATES,GOV,USA,2010,2010,051,6.15615615615615,2
SYRGOV,SYRIA,GOV,SYR,RUSBUS,RUSSIAN,BUS,RUS,2013,2013,057,0.4132231404958675,1
FRAGOV,FRENCH,GOV,FRA,KORGOVBUS,BAN KI MOON,GOV,KOR,2006,2006,051,11.6981132075472,1
PHLGOV,BLAS OPLE,GOV,PHL,SGPBUS,SINGAPOREAN,BUS,SGP,2015,2015,051,-0.6172839506172834,1
TURGOV,TURKISH,GOV,TUR,USABUS,PHOENIX,BUS,USA,2012,2012,050,0.354609929078015,1
ISRGOV,ISRAELI,GOV,ISR,USABUS,AMERICAN,BUS,USA,2011,2011,114,1.9219736087205967,1
RUSGOV,RUSSIAN,GOV,RUS,MYSBUS,MALAYSIA,BUS,MYS,2014,2014,111,0.3456221198156683,1
CHNGOV,CHINA,GOV,CHN,PRKGOVBUS,RI RYONG NAM,GOV,PRK,2014,2015,057,0.4191026212750125,2
BRBGOVBUS,JOHN BOYCE,GOV,BRB,BRBGOVBUSGOVHLH,JOHN BOYCE,GOV,BRB,2015,2015,112,-1.018766756032172,1
RUSGOV,IGOR SECHIN,GOV,RUS,CHNBUS,CHINESE,BUS,CHN,2015,2015,051,0.4237288135593225,1
NGAGOV,NIGERIA,GOV,NGA,NGAGOVBUS,ISA YUGUDA,GOV,NGA,2015,2015,112,-0.4199165221516689,2
